record,name,selling_price,model_year,vehicle_age,km_driven,seats,fuel_type,seller_type,transmission,owner,mileage,engine,max_power,brand
254,Ford Figo Aspire 1.5 TDCi Titanium,372000,2018,3,50000,5,4,1,2,4,25.83,1498,99,Ford
255,Tata Safari Storme EX,550000,2013,8,133000,7,4,1,2,1,14,2179,138,Tata
256,Tata Sumo SE Plus BSII,95000,2000,21,120000,10,4,1,2,4,12.2,1948,68,Tata
257,Maruti Alto LX BSIII,120000,2007,14,120000,5,3,1,2,2,19.7,796,46,Maruti
258,Fiat Linea Classic Plus 1.3 Multijet,325000,2014,7,142500,5,4,1,2,1,19.5,1248,75,Fiat
259,Tata Bolt Quadrajet XE,660000,2019,2,35000,5,4,1,2,1,22.95,1248,74,Tata
260,Renault Duster 85PS Diesel RxL Optional with Nav,425000,2013,8,152186,5,4,2,2,2,20.45,1461,83,Renault
261,Fiat Grande Punto Active (Diesel),280000,2013,8,52000,5,4,1,2,1,20.3,1248,75,Fiat
262,Chevrolet Spark 1.0 LT,125000,2012,9,40000,5,3,1,2,2,16.2,995,62,Chevrolet
263,Maruti Omni E MPI STD BS IV,155000,2014,7,80000,8,3,1,2,1,16.8,796,34,Maruti
264,Hyundai Grand i10 CRDi Asta,380000,2014,7,50000,5,4,1,2,2,24,1120,70,Hyundai
265,Hyundai Creta 1.4 CRDi S,1100000,2017,4,40000,5,4,1,2,1,21.38,1396,88,Hyundai
266,Maruti Wagon R VXI Optional,380000,2018,3,19000,5,3,1,2,1,20.51,998,67,Maruti
267,Maruti Alto K10 VXI,250000,2016,5,20000,5,3,1,2,2,23.95,998,67,Maruti
268,Volkswagen Polo 1.5 TDI Highline,620000,2015,6,33000,5,4,1,2,1,20.14,1498,88,Volkswagen
269,Toyota Innova 2.5 V Diesel 7-seater,450000,2010,11,334000,7,4,1,2,1,12.8,2494,102,Toyota
270,Maruti Alto LX,170000,2010,11,100000,5,3,1,2,1,19.7,796,46,Maruti
271,Toyota Innova 2.5 G (Diesel) 8 Seater,1050000,2013,8,7200,8,4,1,2,1,12.99,2494,100,Toyota
272,Tata Tiago 2019-2020 XZ Plus Dual Tone,450000,2019,2,3500,5,3,1,2,1,23.84,1199,83,Tata
273,Tata Zest Quadrajet 1.3 75PS XE,540000,2017,4,70000,5,4,1,2,1,22.95,1248,74,Tata
274,Maruti Alto LXi,110000,2008,13,80000,5,3,1,2,2,19.7,796,46,Maruti
275,Hyundai i20 Magna,235000,2009,12,100000,5,3,1,2,1,18.5,1197,80,Hyundai
276,Hyundai Verna CRDi 1.6 SX,950000,2018,3,70000,5,4,1,2,1,22,1582,126,Hyundai
277,Hyundai Verna 1.6 VTVT S Option,760000,2016,5,20000,5,3,1,2,1,17.01,1591,121,Hyundai
278,Tata Indigo CS LX (TDI) BS-III,200000,2013,8,120000,5,4,1,2,2,19.09,1405,69,Tata
279,Mahindra Bolero 2011-2019 SLE BSIII,509999,2015,6,65000,7,4,1,2,1,15.96,2523,62,Mahindra
280,Mahindra Scorpio M2DI,400000,2011,10,140000,5,4,1,2,2,13.5,2179,115,Mahindra
281,Honda City i-DTEC ZX,1050000,2017,4,50000,5,4,1,2,1,25.6,1498,97,Honda
282,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,625000,2013,8,100000,7,4,1,2,2,12.99,2494,100,Toyota
283,Toyota Innova 2.5 Z Diesel 7 Seater BS IV,1325000,2015,6,114368,7,4,2,2,2,12.99,2494,100,Toyota
284,Maruti Wagon R LXI,225000,2013,8,58343,5,3,3,2,1,21.79,998,67,Maruti
285,Hyundai Elite i20 Asta Option BSIV,800000,2019,2,35000,5,3,1,2,1,18.6,1197,81,Hyundai
286,Hyundai i20 Magna 1.4 CRDi (Diesel),390000,2013,8,53000,5,4,1,2,2,21.9,1396,88,Hyundai
287,Volvo V40 Cross Country D3,1200000,2013,8,72500,5,4,1,1,2,23.3,1984,150,Volvo
288,Renault Lodgy 85PS RxZ,690000,2015,6,80000,8,4,1,2,1,21.04,1461,83,Renault
289,Maruti Alto LXI,90000,2005,16,99361,5,3,1,2,2,19.7,796,46,Maruti
290,Honda Amaze VX i-DTEC,500000,2013,8,116104,5,4,2,2,1,25.8,1498,98,Honda
291,Force One EX,850000,2018,3,120000,7,4,1,2,2,17,2650,80,Force
292,Maruti Swift Dzire VXI,475000,2014,7,40000,5,3,1,2,1,19.1,1197,85,Maruti
293,Force Gurkha Hard Top BS3 4WD,910000,2018,3,20000,5,4,2,2,1,17,2596,80,Force
294,Honda Jazz VX,550000,2016,5,56494,5,3,3,2,1,18.2,1199,88,Honda
295,Maruti Alto 800 VXI,240000,2014,7,50000,5,3,1,2,1,22.74,796,47,Maruti
296,Maruti Vitara Brezza ZDi,910000,2018,3,36500,5,4,2,2,1,24.3,1248,88,Maruti
297,Maruti Alto LXi BSIII,100000,2008,13,195000,5,3,1,2,2,19.7,796,46,Maruti
298,Toyota Platinum Etios 1.4 GXD,730000,2018,3,90000,5,4,1,2,1,23.59,1364,67,Toyota
299,Datsun GO T Petrol,400000,2018,3,10000,5,3,1,2,1,19.83,1198,67,Datsun
300,Tata Indica Vista TDI LS,229999,2015,6,120000,5,4,1,2,2,19.1,1405,70,Tata
301,Mahindra XUV500 W8 4WD,590000,2011,10,80000,7,4,1,2,3,15.1,2179,140,Mahindra
302,Maruti Swift AMT ZXI,600000,2018,3,69779,5,3,2,1,1,22,1197,81,Maruti
303,Maruti Alto Green LXi (CNG),155000,2010,11,70000,5,1,1,2,2,26.83,796,38,Maruti
304,Toyota Innova Crysta 2.4 GX MT BSIV,1475000,2016,5,100000,7,4,2,2,1,13.68,2393,147,Toyota
305,Jeep Compass 2.0 Longitude Option BSIV,1550000,2017,4,50000,5,4,1,2,1,17.1,1956,170,Jeep
306,Maruti Wagon R VXI BSIII,200000,2011,10,80000,5,3,1,2,1,18.9,998,67,Maruti
307,Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,2013,8,79328,7,4,3,2,2,12.99,2494,100,Toyota
308,Ford Figo Diesel Titanium,225000,2011,10,90000,5,4,1,2,2,20,1399,68,Ford
309,Tata Bolt Revotron XE,299000,2015,6,16500,5,3,1,2,1,17.57,1193,88,Tata
310,Ford Figo Diesel ZXI,300000,2012,9,70000,5,4,1,2,2,20,1399,68,Ford
311,Hyundai i20 1.2 Asta Option,700000,2017,4,30000,5,3,1,2,1,18.6,1197,81,Hyundai
312,Hyundai i20 Asta Option 1.4 CRDi,550000,2015,6,160000,5,4,1,2,2,22.54,1396,88,Hyundai
313,Honda Amaze E i-Dtech,450000,2014,7,76000,5,4,1,2,1,25.8,1498,98,Honda
314,Maruti Ritz LDi,400000,2016,5,60000,5,4,1,2,3,23.2,1248,73,Maruti
315,Hyundai i20 Asta 1.2,565000,2014,7,70000,5,3,1,2,2,18.6,1197,81,Hyundai
316,Mahindra Scorpio 1.99 S10 4WD,450000,2008,13,78000,7,4,2,2,1,15.4,1997,120,Mahindra
317,Ford Fiesta Classic 1.4 Duratorq CLXI,300000,2012,9,64000,5,4,1,2,2,17.8,1399,67,Ford
318,Maruti Alto 800 LXI,310000,2018,3,30000,5,3,1,2,1,24.7,796,47,Maruti
319,Maruti Alto K10 LXI,265000,2015,6,54000,5,3,1,2,1,23.95,998,67,Maruti
320,Volkswagen Jetta 2.0L TDI Highline AT,1350000,2016,5,97000,5,4,1,1,1,16.96,1968,138,Volkswagen
321,Hyundai i10 Magna,190000,2011,10,110000,5,3,1,2,3,20.36,1197,78,Hyundai
322,Maruti Swift VDI,450000,2013,8,108800,5,4,1,2,3,22.9,1248,74,Maruti
323,Hyundai Verna 1.6 CRDI,400000,2012,9,103655,5,4,1,2,2,22.32,1582,126,Hyundai
324,Honda Brio 1.2 S MT,425000,2016,5,22000,5,3,1,2,1,18.5,1198,86,Honda
325,Maruti Alto 800 LXI,200000,2013,8,24000,5,3,1,2,1,22.74,796,47,Maruti
326,Honda Jazz 1.2 V i VTEC,500000,2016,5,41000,5,3,1,2,1,18.7,1199,88,Honda
327,Maruti Wagon R LXI BS IV,265000,2012,9,67998,5,3,2,2,1,18.9,998,67,Maruti
328,BMW X4 M Sport X xDrive20d,5400000,2019,2,7500,5,4,2,1,1,16.78,1995,190,BMW
329,Toyota Innova 2.5 V Diesel 7-seater,750000,2011,10,291000,7,4,1,2,2,12.8,2494,102,Toyota
330,Maruti Ciaz 1.3 Sigma,750000,2018,3,25000,5,4,1,2,1,28.09,1248,88,Maruti
331,Chevrolet Aveo 1.4 LS,130000,2011,10,60000,5,3,1,2,2,14.49,1399,92,Chevrolet
332,Tata Indigo GLX,100000,2005,16,90000,5,3,1,2,2,12.8,1396,85,Tata
333,Maruti Wagon R LX Minor,160000,2009,12,80000,5,3,1,2,2,18.9,998,67,Maruti
334,Mahindra Xylo D2,180000,2011,10,120000,8,4,1,2,2,13,2489,95,Mahindra
335,Hyundai Xcent 1.2 Kappa Base,375000,2015,6,30000,5,3,1,2,1,19.1,1197,82,Hyundai
336,Tata Indigo LX,85000,2008,13,120000,5,4,1,2,1,17,1405,70,Tata
337,Hyundai EON Era Plus,250000,2014,7,80000,5,3,1,2,1,21.1,814,55,Hyundai
338,Toyota Corolla Altis 1.8 G,1400000,2018,3,13534,5,3,2,2,1,14.28,1798,138,Toyota
339,Hyundai Grand i10 Magna,380000,2014,7,50000,5,3,1,2,2,18.9,1197,82,Hyundai
340,Maruti Swift Dzire LDi,310000,2012,9,77000,5,4,1,2,2,19.3,1248,73,Maruti
341,Chevrolet Enjoy TCDi LS 8 Seater,350000,2014,7,120000,8,4,1,2,2,18.2,1248,73,Chevrolet
342,Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000,2017,4,9000,5,4,2,1,1,13.6,1999,177,Jaguar
343,Skoda Rapid 1.6 MPI Elegance,385000,2012,9,116000,5,3,1,2,1,15,1598,103,Skoda
344,BMW X4 M Sport X xDrive20d,5500000,2019,2,8500,5,4,2,1,1,16.78,1995,190,BMW
345,Renault Fluence Diesel E4,250000,2012,9,120000,5,4,1,2,3,21.8,1461,78,Renault
346,Maruti Swift Dzire VDI,600000,2016,5,147000,5,4,1,2,2,26.59,1248,74,Maruti
347,Toyota Innova 2.5 GX 7 STR,520000,2012,9,162000,7,4,1,2,4,12.8,2494,102,Toyota
348,Maruti Wagon R LXI,221000,2008,13,35008,5,3,2,2,1,21.79,998,67,Maruti
349,Maruti Baleno Alpha 1.3,740000,2018,3,38817,5,4,2,2,1,27.39,1248,74,Maruti
350,Maruti Swift Dzire VXI 1.2,730000,2020,1,1500,5,3,1,2,1,21.21,1197,81,Maruti
351,Renault KWID 1.0,270000,2016,5,30000,5,3,1,2,3,23.01,999,67,Renault
352,Maruti Ertiga ZDI,650000,2015,6,80000,7,4,1,2,1,20.77,1248,88,Maruti
353,Maruti Alto LXi,130000,2011,10,100000,5,3,1,2,2,19.7,796,46,Maruti
354,Nissan Micra XV CVT,325000,2015,6,50000,5,3,1,1,1,19.34,1198,76,Nissan
355,Hyundai Verna CRDi SX,135000,2006,15,120000,5,4,1,2,2,16.8,1493,110,Hyundai
356,Ford Figo Diesel Celebration Edition,325000,2013,8,120000,5,4,1,2,2,20,1399,68,Ford
357,Maruti Alto LX,130000,2007,14,78000,5,3,1,2,1,19.7,796,46,Maruti
358,Hyundai i20 Active 1.4 SX,600000,2015,6,108000,5,4,1,2,1,21.19,1396,88,Hyundai
359,Mahindra Scorpio 2009-2014 SLE 7S BSIII,380000,2009,12,120000,7,4,1,2,2,12.05,2179,120,Mahindra
360,Maruti SX4 VDI,310000,2012,9,25000,5,4,1,2,2,21.5,1248,88,Maruti
361,Maruti Ciaz RS ZDi Plus SHVS,750000,2016,5,80000,5,4,1,2,1,28.09,1248,88,Maruti
362,Honda City i DTec V,560000,2014,7,72000,5,4,2,2,1,26,1498,98,Honda
363,Tata Manza Club Class Quadrajet90 VX,280000,2013,8,80000,5,4,1,2,1,21.02,1248,88,Tata
364,BMW X4 M Sport X xDrive20d,5500000,2019,2,8500,5,4,2,1,1,16.78,1995,190,BMW
365,Chevrolet Beat Diesel LT,220000,2012,9,70000,5,4,1,2,2,25.44,936,57,Chevrolet
366,Mahindra KUV 100 mFALCON G80 K2,400000,2017,4,32000,6,3,1,2,2,18.15,1198,82,Mahindra
367,Volkswagen Vento Diesel Highline,350000,2011,10,110000,5,4,1,2,2,20.54,1598,103,Volkswagen
368,Maruti Ertiga ZDI Plus,1050000,2018,3,10000,7,4,1,2,1,25.47,1248,88,Maruti
369,Toyota Fortuner 4x2 AT,2000000,2015,6,60000,7,4,1,1,1,12.55,2982,168,Toyota
370,Ford Ecosport 1.5 Ti VCT MT Titanium,555000,2015,6,20000,5,3,1,2,2,15.8,1499,110,Ford
371,Tata Indigo eCS LS TDI BSIII,158000,2012,9,110000,5,4,1,2,2,19.09,1396,69,Tata
372,Maruti Alto LXi,130000,2007,14,90000,5,3,1,2,2,19.7,796,46,Maruti
373,Tata Manza Aura (ABS) Quadrajet BS IV,149000,2011,10,148000,5,4,1,2,2,21.12,1248,88,Tata
374,Mahindra TUV 300 T6 Plus,700000,2016,5,120000,7,4,1,2,1,18.49,1493,100,Mahindra
375,Mahindra Scorpio M2DI,450000,2011,10,150000,5,4,1,2,4,13.5,2179,115,Mahindra
376,Maruti Ciaz Alpha Diesel,975000,2018,3,36000,5,4,2,2,1,28.09,1248,88,Maruti
377,Hyundai i20 Asta Option 1.4 CRDi,735000,2016,5,25000,5,4,1,2,1,22.54,1396,88,Hyundai
378,Tata Indica V2 DLX,59259,2007,14,104000,5,4,1,2,2,17.2,1396,53,Tata
379,Ford Fiesta 1.4 SXi TDCi ABS,225000,2010,11,100000,5,4,1,2,2,17.8,1399,68,Ford
380,Hyundai i10 Magna 1.1L,287000,2015,6,100000,5,3,1,2,2,19.81,1086,68,Hyundai
381,Renault Duster 110PS Diesel RxZ,525000,2013,8,56429,5,4,2,2,2,19.01,1461,108,Renault
382,Maruti Wagon R LXI,65000,2005,16,90000,5,3,1,2,2,18.9,998,67,Maruti
383,Ford Figo Diesel Titanium,180000,2010,11,110000,5,4,1,2,2,20,1399,68,Ford
384,Hyundai EON Era Plus,280000,2016,5,19000,5,3,1,2,1,21.1,814,55,Hyundai
385,BMW X4 M Sport X xDrive20d,5500000,2019,2,8500,5,4,2,1,1,16.78,1995,190,BMW
386,Maruti Alto K10 VXI,315000,2015,6,29000,5,3,1,2,1,23.95,998,67,Maruti
387,Chevrolet Spark 1.0 LT,130000,2011,10,110000,5,3,1,2,2,18,995,62,Chevrolet
388,Maruti Vitara Brezza ZDi Plus Dual Tone,765000,2016,5,100000,5,4,1,2,2,24.3,1248,88,Maruti
389,Maruti Ertiga SHVS ZDI Plus,800000,2017,4,70000,7,4,1,2,1,24.52,1248,88,Maruti
390,Nissan Terrano XE 85 PS,472000,2014,7,90000,5,4,1,2,1,20.45,1461,83,Nissan
391,Mahindra KUV 100 G80 K2,340000,2018,3,51492,6,3,1,2,1,18.15,1198,82,Mahindra
392,Maruti Celerio ZXI,385000,2014,7,25000,5,3,1,2,1,23.1,998,67,Maruti
393,Skoda Octavia Classic 1.9 TDI MT,300000,2007,14,155000,5,4,1,2,1,18.7,1896,66,Skoda
394,Maruti Swift Dzire LDI,356000,2013,8,70000,5,4,1,2,2,23.4,1248,74,Maruti
395,Mahindra XUV500 W10 2WD,1147000,2015,6,56975,7,4,1,2,1,16,2179,140,Mahindra
396,Maruti Wagon R LXI CNG,450000,2018,3,50000,5,1,1,2,1,26.6,998,58,Maruti
397,Tata Manza Aura Safire,225000,2011,10,35000,5,3,1,2,1,15,1368,90,Tata
398,Maruti Wagon R LXI,225000,2013,8,58343,5,3,3,2,1,21.79,998,67,Maruti
399,Mahindra Bolero SLX,240000,2007,14,80000,7,4,1,2,2,13.6,2523,63,Mahindra
400,Mahindra XUV500 W7,830000,2020,1,120000,7,4,1,2,1,15.1,2179,152,Mahindra
401,Honda Amaze V CVT Petrol BSIV,779000,2019,2,7032,5,3,3,1,1,19,1199,88,Honda
402,Audi Q5 35TDI Premium Plus,3975000,2018,3,31800,5,4,2,1,1,17.01,1968,188,Audi
403,Tata Nano XTA,220000,2016,5,22000,4,3,1,1,1,21.9,624,37,Tata
404,Maruti Vitara Brezza VDi,750000,2018,3,5000,5,4,1,2,1,24.3,1248,88,Maruti
405,Datsun GO Plus T VDC,590000,2019,2,4000,7,3,1,2,1,19.72,1198,67,Datsun
406,Maruti Ritz VDi ABS,210000,2011,10,100000,5,4,1,2,2,21.1,1248,73,Maruti
407,BMW 7 Series 730Ld,750000,2007,14,60000,5,4,1,1,2,14.49,2993,258,BMW
408,Mahindra Scorpio SLE BS IV,480000,2012,9,85472,8,4,2,2,1,12.05,2179,120,Mahindra
409,Maruti 800 AC BSIII,120000,2004,17,80000,4,3,1,2,2,16.1,796,37,Maruti
410,Maruti Ritz VDi,250000,2011,10,90000,5,4,1,2,3,21.1,1248,73,Maruti
411,Tata Tiago 1.05 Revotorq XE,450000,2018,3,90000,5,4,1,2,1,27.28,1047,69,Tata
412,Mahindra Bolero Power Plus SLE,620000,2017,4,100000,7,4,1,2,1,16.5,1493,70,Mahindra
413,Maruti Alto LX,90000,2004,17,70000,5,3,1,2,4,19.7,796,46,Maruti
414,Toyota Fortuner 3.0 Diesel,800000,2010,11,151000,7,4,1,2,2,11.5,2982,171,Toyota
415,Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,775000,2016,5,52000,5,4,2,2,1,23.65,1248,88,Maruti
416,Hyundai i20 1.4 CRDi Era,350000,2010,11,90000,5,4,1,2,2,23,1396,90,Hyundai
417,Honda WR-V i-DTEC VX,900000,2017,4,40000,5,4,1,2,1,25.5,1498,98,Honda
418,Hyundai EON 1.0 Era Plus,350000,2018,3,25000,5,3,1,2,1,20.3,998,68,Hyundai
419,Hyundai i20 Sportz 1.2,320000,2014,7,72000,5,3,1,2,1,18.6,1197,81,Hyundai
420,Chevrolet Beat LT,210000,2016,5,50000,5,3,1,2,1,18.6,1199,76,Chevrolet
421,Honda Amaze V CVT Petrol BSIV,779000,2019,2,7032,5,3,3,1,1,19,1199,88,Honda
422,Tata Nano STD,64000,2012,9,18000,4,3,2,2,1,25.4,624,37,Tata
423,Hyundai i10 Sportz 1.1L,425000,2016,5,50000,5,3,1,2,1,19.81,1086,68,Hyundai
424,Maruti Wagon R VXI BS IV,290000,2015,6,60000,5,3,1,2,1,20.51,998,67,Maruti
425,Renault Duster 110PS Diesel RxL,550000,2016,5,80000,5,4,1,2,2,19.64,1461,108,Renault
426,Chevrolet Spark 1.0 LT,130000,2012,9,110000,5,3,1,2,1,16.2,995,62,Chevrolet
427,Maruti Wagon R LXI BSIII,225000,2012,9,80000,5,3,1,2,2,18.9,998,67,Maruti
428,Toyota Camry 2.5 Hybrid,2000000,2016,5,68089,5,3,3,1,1,19.16,2494,157,Toyota
429,Maruti SX4 Vxi BSIII,250000,2009,12,125876,5,3,1,2,2,15,1586,104,Maruti
430,Mahindra Scorpio S10 7 Seater,885000,2015,6,170000,7,4,1,2,1,15.4,2179,120,Mahindra
431,Hyundai Getz GLX,120000,2007,14,110000,5,3,1,2,2,15.3,1341,83,Hyundai
432,Lexus ES 300h,5150000,2019,2,20000,5,3,2,1,1,22.37,2487,214,Lexus
433,Maruti Alto 800 LXI,241000,2015,6,15000,5,3,1,2,1,22.74,796,47,Maruti
434,Hyundai Grand i10 CRDi Sportz,610000,2016,5,23000,5,4,1,2,1,24,1120,70,Hyundai
435,Maruti Swift VXI Optional,470000,2016,5,23700,5,3,1,2,1,20.4,1197,81,Maruti
436,Datsun GO D,150000,2016,5,42000,5,3,1,2,1,20.63,1198,67,Datsun
437,Toyota Innova 2.5 G4 Diesel 8-seater,600000,2009,12,220000,8,4,1,2,1,12.8,2494,102,Toyota
438,Hyundai Grand i10 1.2 CRDi Sportz,450000,2017,4,56290,5,4,2,2,1,24,1186,73,Hyundai
439,Mahindra Thar CRDe,780000,2017,4,35000,6,4,1,2,1,16.55,2498,105,Mahindra
440,Ford Fiesta Classic 1.4 Duratorq LXI,325000,2013,8,69000,5,4,2,2,1,18.6,1388,67,Ford
441,Maruti Alto LXi,135000,2012,9,70000,5,3,1,2,1,19.7,796,46,Maruti
442,Hyundai i20 Active SX Diesel,651000,2016,5,42323,5,4,2,2,1,21.19,1396,88,Hyundai
443,Tata Indica V2 DLS TC,110000,2006,15,88000,5,4,1,2,2,16.8,1405,62,Tata
444,Hyundai Accent GLE,114999,2008,13,95200,5,3,1,2,3,13.2,1495,94,Hyundai
445,Honda CR-V 2.4L 4WD AT AVN,1650000,2017,4,52000,5,3,2,1,1,12,2354,187,Honda
446,Mahindra XUV500 W9 BSIV,1525000,2018,3,46000,7,4,1,2,1,15.1,2179,152,Mahindra
447,Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,575000,2012,9,120000,8,4,1,2,2,12.05,2179,120,Mahindra
448,Maruti Eeco 5 Seater AC BSIV,160000,2010,11,162000,5,3,1,2,1,15.37,1196,73,Maruti
449,Maruti Alto LXi,135000,2010,11,95000,5,3,1,2,3,19.7,796,46,Maruti
450,Honda Amaze E Diesel BSIV,465000,2014,7,27233,5,4,2,2,1,27.4,1498,98,Honda
451,Tata Indica V2 DLX TC,45000,2008,13,60000,5,4,1,2,2,16.8,1405,68,Tata
452,Nissan Sunny Diesel XV,320000,2014,7,91000,5,4,1,2,4,22.71,1461,84,Nissan
453,Nissan Sunny XL,550000,2014,7,37000,5,3,1,2,1,16.95,1498,97,Nissan
454,Lexus ES 300h,5150000,2019,2,20000,5,3,2,1,1,22.37,2487,214,Lexus
455,Maruti 800 DX,45000,1998,23,80000,4,3,1,2,4,16.1,796,37,Maruti
456,Maruti Ritz LXi,280000,2016,5,110000,5,3,1,2,2,18.5,1197,85,Maruti
457,Ford EcoSport 1.5 Diesel Titanium BSIV,960000,2019,2,2600,5,4,1,2,1,23,1498,98,Ford
458,Ford Figo Aspire 1.5 TDCi Titanium,793000,2018,3,30000,5,4,1,2,1,25.83,1498,99,Ford
459,Hyundai Verna VTVT 1.6 SX Option,1100000,2018,3,60000,5,3,1,2,1,17,1591,121,Hyundai
460,Maruti Wagon R LXI,225000,2013,8,58343,5,3,3,2,1,21.79,998,67,Maruti
461,Renault KWID RXT,300000,2016,5,30000,5,3,1,2,1,25.17,799,53,Renault
462,Mahindra XUV500 W8 2WD,750000,2014,7,60000,7,4,1,2,2,15.1,2179,140,Mahindra
463,Maruti Wagon R Stingray VXI,369000,2015,6,20000,5,3,1,2,2,20.51,998,67,Maruti
464,Tata Indica V2 GLX BSIII,200000,2012,9,30078,5,3,2,2,1,15.3,1396,70,Tata
465,Hyundai Elite i20 Asta Option CVT BSIV,730000,2018,3,31000,5,3,2,1,1,17.4,1197,81,Hyundai
466,Honda Jazz VX,550000,2016,5,56494,5,3,3,2,1,18.2,1199,88,Honda
467,Chevrolet Cruze LTZ AT,750000,2016,5,67600,5,4,1,1,1,14.81,1998,163,Chevrolet
468,Mahindra KUV 100 G80 K8 Dual Tone,550000,2018,3,10500,6,3,1,2,1,18.15,1198,82,Mahindra
469,Maruti Eeco 5 Seater AC BSIV,150000,2011,10,80000,5,3,1,2,3,15.37,1196,73,Maruti
470,Maruti 800 DX 5 Speed,75000,2001,20,35000,4,3,1,2,3,16.1,796,37,Maruti
471,Mahindra Scorpio 2006-2009 LX 2.6 Turbo 9 Str,450000,2008,13,112000,9,4,1,2,1,10.5,2609,120,Mahindra
472,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,950000,2018,3,30000,5,4,1,2,1,23,1498,98,Ford
473,Maruti Swift AMT ZDI,670000,2018,3,90000,5,4,1,1,1,28.4,1248,74,Maruti
474,Toyota Corolla Altis 1.8 VL AT,550000,2012,9,100000,5,3,1,1,1,14.53,1794,138,Toyota
475,Ford Endeavour 2.5L 4X2 MT,500000,2010,11,120000,7,4,1,2,1,13.1,2499,141,Ford
476,Maruti Swift Dzire VDI,700000,2018,3,45000,5,4,1,2,1,28.4,1248,74,Maruti
477,Hyundai EON Era Plus,275000,2013,8,20000,5,3,1,2,1,21.1,814,55,Hyundai
478,Honda Brio S MT,475000,2016,5,2118,5,3,2,2,1,19.4,1198,86,Honda
479,Hyundai i20 2015-2017 Sportz 1.4 CRDi,680000,2017,4,80000,5,4,1,2,1,22.54,1396,88,Hyundai
480,Maruti Ciaz 1.3 Zeta,889000,2018,3,20000,5,4,1,2,1,28.09,1248,88,Maruti
481,Ford EcoSport 1.5 Petrol Ambiente BSIV,570000,2017,4,31596,5,3,2,2,1,17,1497,121,Ford
482,Mahindra Scorpio S4 7 Seater,650000,2014,7,70000,7,4,1,2,1,15.4,2179,120,Mahindra
483,Maruti Wagon R LXI,150000,2005,16,150000,5,3,1,2,3,18.9,998,67,Maruti
484,Maruti Vitara Brezza VDi Option,610000,2016,5,110000,5,4,1,2,1,24.3,1248,88,Maruti
485,Maruti Wagon R VXI BS IV,246000,2011,10,139000,5,3,1,2,1,18.9,998,67,Maruti
486,Hyundai i20 1.2 Asta Option,690000,2017,4,20000,5,3,1,2,1,18.6,1197,81,Hyundai
487,Volkswagen Ameo 1.5 TDI Highline Plus 16 AT,650000,2018,3,82000,5,4,1,1,1,21.73,1498,108,Volkswagen
488,Maruti Swift Dzire VXI,525000,2015,6,20000,5,3,1,2,1,20.85,1197,83,Maruti
489,Maruti Swift ZDi,430000,2014,7,90000,5,4,1,2,1,22.9,1248,74,Maruti
490,Maruti Swift Dzire LDI,425000,2016,5,120000,5,4,1,2,3,26.59,1248,74,Maruti
491,Ford Figo Diesel Titanium,204999,2011,10,70000,5,4,1,2,2,20,1399,68,Ford
492,Volkswagen Vento Diesel Highline,400000,2013,8,120000,5,4,1,2,2,20.54,1598,103,Volkswagen
493,Hyundai Xcent 1.1 CRDi S Option,375000,2015,6,160000,5,4,1,2,1,24.4,1120,71,Hyundai
494,Honda City 2017-2020 GXi,165000,2006,15,110000,5,3,1,2,2,17.7,1497,78,Honda
495,Toyota Yaris V BSIV,1000000,2018,3,4295,5,3,3,2,1,17.1,1496,105,Toyota
496,Maruti SX4 Vxi BSIV,190000,2011,10,80000,5,3,1,2,3,15.5,1586,103,Maruti
497,Maruti Swift Dzire VDi,260000,2009,12,120000,5,4,1,2,2,19.3,1248,73,Maruti
498,Maruti Baleno RS 1.0 Petrol,750000,2018,3,15000,5,3,1,2,1,21.1,998,100,Maruti
499,Maruti Celerio ZXI,325000,2014,7,48000,5,3,1,2,1,23.1,998,67,Maruti
500,Maruti 800 AC BSII,55000,2004,17,50000,4,3,1,2,3,16.1,796,37,Maruti
501,Hyundai Creta 1.4 CRDi Base,957000,2017,4,60000,5,4,1,2,1,21.38,1396,88,Hyundai
502,Hyundai EON Sportz,300000,2017,4,10000,5,3,1,2,1,21.1,814,55,Hyundai
503,Tata Tiago 1.2 Revotron XZ,350000,2016,5,15000,5,3,1,2,1,23.84,1199,84,Tata
504,Tata Safari Storme LX,466000,2013,8,95500,7,4,1,2,2,14,2179,138,Tata
505,Maruti Ertiga SHVS VDI,850000,2016,5,35000,7,4,1,2,1,24.52,1248,88,Maruti
506,Maruti Wagon R VXI Opt 1.2,445000,2017,4,39500,5,3,1,2,1,20.52,1197,81,Maruti
507,Renault Duster 85PS Diesel RxL,484999,2015,6,75000,5,4,2,2,1,19.87,1461,83,Renault
508,Ford Endeavour 2.5L 4X2,850000,2011,10,298000,7,4,1,2,2,13.1,2499,141,Ford
509,Volkswagen Polo Diesel Highline 1.2L,440000,2013,8,75000,5,4,1,2,2,22.07,1199,73,Volkswagen
510,Tata Tigor 2017-2020 XZ Plus,650000,2019,2,20000,5,3,1,2,1,20.3,1199,83,Tata
